request_id,therapist_id,session_id,request_date,converted
r_001164,t_0347,s_007617,2024-10-18,false
r_001165,t_0347,s_007624,2024-09-27,true
r_001166,t_0348,s_007635,2024-11-11,true
r_001167,t_0348,s_007637,2024-11-08,true
r_001168,t_0349,s_007656,2024-11-02,true
r_001169,t_0349,s_007658,2024-10-06,false
r_001170,t_0350,s_007663,2024-06-16,false
r_001171,t_0350,s_007667,2024-06-27,true
r_001172,t_0350,s_007670,2024-07-13,true
r_001173,t_0350,s_007673,2024-07-13,false
r_001174,t_0350,s_007675,2024-07-25,false
r_001175,t_0352,s_007707,2024-03-26,true
r_001176,t_0353,s_007719,2024-07-02,true
r_001177,t_0353,s_007721,2024-08-09,true
r_001178,t_0354,s_007738,2024-02-23,false
r_001179,t_0354,s_007749,2024-04-06,true
r_001180,t_0354,s_007752,2024-03-07,true
r_001181,t_0355,s_007771,2024-12-06,true
r_001182,t_0355,s_007779,2024-12-05,false
r_001183,t_0355,s_007782,2024-12-19,false
r_001184,t_0356,s_007788,2024-12-25,true
r_001185,t_0356,s_007795,2024-11-26,false
r_001186,t_0356,s_007798,2024-11-05,true
r_001187,t_0357,s_007809,2024-11-21,false
r_001188,t_0357,s_007811,2024-12-31,true
r_001189,t_0357,s_007812,2024-12-06,true
r_001190,t_0357,s_007816,2024-12-31,false
r_001191,t_0357,s_007818,2024-12-23,false
r_001192,t_0357,s_007821,2024-11-27,false
r_001193,t_0357,s_007824,2024-12-22,true
r_001194,t_0357,s_007825,2024-12-31,true
r_001195,t_0357,s_007826,2024-12-31,true
r_001196,t_0358,s_007830,2024-01-17,true
r_001197,t_0358,s_007832,2024-02-29,true
r_001198,t_0358,s_007834,2024-01-28,true
r_001199,t_0359,s_007851,2024-05-31,false
r_001200,t_0360,s_007864,2024-12-31,true
r_001201,t_0360,s_007881,2024-12-28,true
r_001202,t_0361,s_007884,2024-12-24,true
r_001203,t_0361,s_007890,2024-12-31,true
r_001204,t_0361,s_007893,2024-12-31,true
r_001205,t_0361,s_007894,2024-12-31,true
r_001206,t_0361,s_007896,2024-12-31,true
r_001207,t_0361,s_007897,2024-12-30,false
r_001208,t_0361,s_007909,2024-12-31,true
r_001209,t_0362,s_007931,2024-08-29,true
r_001210,t_0362,s_007938,2024-09-22,false
r_001211,t_0363,s_007953,2024-07-16,true
r_001212,t_0364,s_007979,2024-08-25,false
r_001213,t_0364,s_007995,2024-08-01,false
r_001214,t_0365,s_008006,2024-05-26,true
r_001215,t_0365,s_008018,2024-07-15,false
r_001216,t_0365,s_008024,2024-07-02,false
r_001217,t_0366,s_008045,2024-07-29,true
r_001218,t_0366,s_008050,2024-09-14,false
r_001219,t_0366,s_008055,2024-08-21,true
r_001220,t_0367,s_008060,2024-11-11,true
r_001221,t_0367,s_008067,2024-12-13,false
r_001222,t_0367,s_008068,2024-11-21,true
r_001223,t_0367,s_008070,2024-12-13,false
r_001224,t_0367,s_008071,2024-11-20,true
r_001225,t_0367,s_008072,2024-10-26,true
r_001226,t_0367,s_008074,2024-12-24,true
r_001227,t_0368,s_008085,2024-11-10,true
r_001228,t_0369,s_008103,2024-08-23,true
r_001229,t_0369,s_008108,2024-09-08,true
r_001230,t_0372,s_008137,2024-08-04,true
r_001231,t_0372,s_008139,2024-08-24,false
r_001232,t_0372,s_008142,2024-09-07,true
r_001233,t_0372,s_008150,2024-08-28,false
r_001234,t_0372,s_008157,2024-09-03,true
r_001235,t_0373,s_008175,2024-08-31,true
r_001236,t_0373,s_008178,2024-08-21,true
r_001237,t_0373,s_008182,2024-08-28,true
r_001238,t_0373,s_008183,2024-09-03,true
r_001239,t_0374,s_008194,2024-11-09,true
r_001240,t_0374,s_008203,2024-12-06,false
r_001241,t_0374,s_008213,2024-10-28,false
r_001242,t_0374,s_008214,2024-11-23,false
r_001243,t_0375,s_008221,2024-04-05,false
r_001244,t_0375,s_008225,2024-03-09,false
r_001245,t_0376,s_008238,2024-08-18,true
r_001246,t_0376,s_008240,2024-09-02,true
r_001247,t_0376,s_008243,2024-08-21,false
r_001248,t_0376,s_008251,2024-08-03,true
r_001249,t_0376,s_008252,2024-08-10,true
r_001250,t_0377,s_008258,2024-02-24,true
r_001251,t_0377,s_008259,2024-02-25,true
r_001252,t_0377,s_008266,2024-02-16,true
r_001253,t_0377,s_008275,2024-02-20,true
r_001254,t_0377,s_008278,2024-03-20,false
r_001255,t_0377,s_008279,2024-01-24,true
r_001256,t_0378,s_008305,2024-10-02,true
r_001257,t_0379,s_008310,2024-12-07,true
r_001258,t_0379,s_008315,2024-11-22,true
r_001259,t_0379,s_008319,2024-12-06,false
r_001260,t_0380,s_008328,2024-06-09,true
r_001261,t_0380,s_008335,2024-06-11,true
r_001262,t_0380,s_008336,2024-07-11,false
r_001263,t_0380,s_008339,2024-06-16,true
r_001264,t_0380,s_008343,2024-07-26,true
r_001265,t_0381,s_008351,2024-12-31,true
r_001266,t_0381,s_008369,2024-12-31,true
r_001267,t_0382,s_008374,2024-12-21,false
r_001268,t_0382,s_008376,2024-12-31,true
r_001269,t_0382,s_008377,2024-12-26,true
r_001270,t_0382,s_008381,2024-12-13,true
r_001271,t_0382,s_008385,2024-12-31,false
r_001272,t_0382,s_008386,2024-12-31,true
r_001273,t_0382,s_008391,2024-12-31,false
r_001274,t_0382,s_008393,2024-12-31,true
r_001275,t_0383,s_008401,2024-12-31,true
r_001276,t_0383,s_008406,2024-12-27,true
r_001277,t_0383,s_008410,2024-12-31,true
r_001278,t_0384,s_008415,2024-11-02,true
r_001279,t_0385,s_008427,2024-10-15,true
r_001280,t_0385,s_008428,2024-10-16,false
r_001281,t_0386,s_008448,2024-12-31,true
r_001282,t_0386,s_008453,2024-12-31,true
r_001283,t_0386,s_008455,2024-12-16,true
r_001284,t_0386,s_008456,2024-12-18,true
r_001285,t_0387,s_008483,2024-10-11,true
r_001286,t_0387,s_008487,2024-09-24,true
r_001287,t_0387,s_008495,2024-10-13,true
r_001288,t_0387,s_008498,2024-09-03,true
r_001289,t_0388,s_008505,2024-12-21,true
r_001290,t_0388,s_008508,2024-12-31,true
r_001291,t_0388,s_008509,2024-12-20,true
r_001292,t_0388,s_008513,2024-12-31,true
r_001293,t_0389,s_008519,2024-10-18,false
r_001294,t_0389,s_008524,2024-11-22,true
r_001295,t_0389,s_008525,2024-10-09,false
r_001296,t_0390,s_008540,2024-06-19,false
r_001297,t_0391,s_008552,2024-08-01,false
r_001298,t_0391,s_008560,2024-08-04,true
r_001299,t_0391,s_008561,2024-08-13,true
r_001300,t_0391,s_008563,2024-08-08,true
r_001301,t_0392,s_008573,2024-05-29,false
r_001302,t_0392,s_008576,2024-04-11,true
r_001303,t_0392,s_008583,2024-05-01,false
r_001304,t_0392,s_008584,2024-05-29,true
r_001305,t_0393,s_008606,2024-06-20,false
r_001306,t_0393,s_008614,2024-06-05,false
r_001307,t_0394,s_008623,2024-07-02,false
r_001308,t_0396,s_008656,2024-03-25,true
r_001309,t_0396,s_008661,2024-05-14,false
r_001310,t_0396,s_008665,2024-04-01,false
r_001311,t_0396,s_008676,2024-04-23,true
r_001312,t_0398,s_008712,2024-10-23,true
r_001313,t_0399,s_008739,2024-12-31,true
r_001314,t_0399,s_008754,2024-12-09,true
r_001315,t_0399,s_008762,2024-12-28,false
r_001316,t_0400,s_008771,2024-10-28,true
r_001317,t_0400,s_008774,2024-11-03,false
r_001318,t_0400,s_008776,2024-10-12,true
r_001319,t_0400,s_008778,2024-10-29,true
r_001320,t_0400,s_008782,2024-11-19,true
r_001321,t_0400,s_008787,2024-11-26,true
r_001322,t_0400,s_008791,2024-10-19,true
r_001323,t_0401,s_008810,2024-10-12,true
r_001324,t_0401,s_008811,2024-09-17,true
r_001325,t_0401,s_008813,2024-10-24,true
r_001326,t_0401,s_008818,2024-09-17,true
r_001327,t_0401,s_008820,2024-10-12,false
r_001328,t_0401,s_008822,2024-09-29,true
r_001329,t_0401,s_008832,2024-10-21,true
r_001330,t_0402,s_008842,2024-04-30,true
r_001331,t_0403,s_008859,2024-05-01,true
r_001332,t_0403,s_008880,2024-05-12,true
r_001333,t_0404,s_008887,2024-02-24,true
r_001334,t_0404,s_008893,2024-04-10,true
r_001335,t_0404,s_008898,2024-04-08,true
r_001336,t_0404,s_008899,2024-03-29,true
r_001337,t_0406,s_008949,2024-08-11,true
r_001338,t_0406,s_008950,2024-07-27,false
r_001339,t_0407,s_008963,2024-02-02,true
r_001340,t_0407,s_008966,2024-03-03,false
r_001341,t_0407,s_008973,2024-01-14,true
r_001342,t_0407,s_008974,2024-02-14,false
r_001343,t_0407,s_008975,2024-01-23,true
r_001344,t_0407,s_008978,2024-01-07,false
r_001345,t_0407,s_008986,2024-02-10,true
r_001346,t_0407,s_008989,2024-02-04,true
r_001347,t_0408,s_008994,2024-12-01,true
r_001348,t_0408,s_009001,2024-12-19,true
r_001349,t_0408,s_009003,2024-12-31,true
r_001350,t_0408,s_009007,2024-11-28,false
r_001351,t_0408,s_009013,2024-12-18,true
r_001352,t_0409,s_009019,2024-09-28,true
r_001353,t_0409,s_009021,2024-09-19,true
r_001354,t_0409,s_009025,2024-10-10,false
r_001355,t_0409,s_009027,2024-09-23,true
r_001356,t_0409,s_009028,2024-09-07,false
r_001357,t_0409,s_009030,2024-10-09,true
r_001358,t_0409,s_009035,2024-09-23,false
r_001359,t_0409,s_009036,2024-09-07,false
r_001360,t_0409,s_009043,2024-10-15,false
r_001361,t_0409,s_009047,2024-09-19,true
r_001362,t_0409,s_009049,2024-09-19,true
r_001363,t_0409,s_009051,2024-09-05,true
r_001364,t_0410,s_009061,2024-09-23,true
r_001365,t_0411,s_009087,2024-07-27,false
r_001366,t_0412,s_009089,2024-12-05,true
r_001367,t_0412,s_009099,2024-12-31,true
r_001368,t_0412,s_009100,2024-11-24,true
r_001369,t_0412,s_009102,2024-12-31,false
r_001370,t_0413,s_009112,2024-08-16,true
r_001371,t_0413,s_009113,2024-09-02,true
r_001372,t_0413,s_009122,2024-07-30,false
r_001373,t_0413,s_009128,2024-09-04,true
r_001374,t_0414,s_009147,2024-06-12,true
r_001375,t_0415,s_009155,2024-08-09,false
r_001376,t_0415,s_009170,2024-08-02,false
r_001377,t_0415,s_009171,2024-07-29,false
r_001378,t_0417,s_009190,2024-03-23,false
r_001379,t_0417,s_009199,2024-03-27,false
r_001380,t_0417,s_009203,2024-05-13,true
r_001381,t_0417,s_009206,2024-04-12,false
r_001382,t_0418,s_009209,2024-12-01,false
r_001383,t_0418,s_009210,2024-12-31,true
r_001384,t_0418,s_009212,2024-12-25,false
r_001385,t_0418,s_009216,2024-12-31,true
r_001386,t_0418,s_009222,2024-12-31,false
r_001387,t_0418,s_009225,2024-12-09,false
r_001388,t_0418,s_009228,2024-12-03,true
r_001389,t_0419,s_009232,2024-03-15,true
r_001390,t_0419,s_009233,2024-04-13,true
r_001391,t_0419,s_009252,2024-03-14,true
r_001392,t_0420,s_009260,2024-12-31,true
r_001393,t_0420,s_009266,2024-12-31,false
r_001394,t_0420,s_009276,2024-12-31,true
r_001395,t_0421,s_009290,2024-06-04,false
r_001396,t_0421,s_009291,2024-06-15,true
r_001397,t_0421,s_009296,2024-05-08,true
r_001398,t_0421,s_009298,2024-04-28,true
r_001399,t_0421,s_009299,2024-05-16,true
r_001400,t_0421,s_009302,2024-05-12,true
r_001401,t_0421,s_009305,2024-05-26,false
r_001402,t_0421,s_009312,2024-05-11,true
r_001403,t_0422,s_009317,2024-04-08,false
r_001404,t_0422,s_009329,2024-02-27,true
r_001405,t_0422,s_009333,2024-02-18,false
r_001406,t_0423,s_009335,2024-11-09,true
r_001407,t_0424,s_009352,2024-10-13,false
r_001408,t_0424,s_009358,2024-10-31,false
r_001409,t_0425,s_009374,2024-12-26,false
r_001410,t_0426,s_009386,2024-09-14,false
r_001411,t_0426,s_009401,2024-09-02,false
r_001412,t_0426,s_009403,2024-08-18,true
r_001413,t_0426,s_009408,2024-09-13,false
r_001414,t_0426,s_009409,2024-08-16,true
r_001415,t_0427,s_009420,2024-11-10,true
r_001416,t_0427,s_009422,2024-11-08,false
r_001417,t_0427,s_009427,2024-11-02,true
r_001418,t_0427,s_009432,2024-10-28,true
r_001419,t_0427,s_009446,2024-12-14,true
r_001420,t_0428,s_009454,2024-08-17,true
r_001421,t_0428,s_009459,2024-08-12,true
r_001422,t_0428,s_009465,2024-08-20,true
r_001423,t_0428,s_009467,2024-08-01,false
r_001424,t_0429,s_009475,2024-03-06,true
r_001425,t_0429,s_009490,2024-03-10,true
r_001426,t_0429,s_009492,2024-02-07,true
r_001427,t_0430,s_009510,2024-03-28,true
r_001428,t_0430,s_009516,2024-03-03,false
r_001429,t_0430,s_009524,2024-04-03,false
r_001430,t_0431,s_009535,2024-04-17,false
r_001431,t_0432,s_009541,2024-07-17,false
r_001432,t_0432,s_009549,2024-08-25,true
r_001433,t_0432,s_009553,2024-09-05,true
r_001434,t_0433,s_009564,2024-12-31,true
r_001435,t_0434,s_009579,2024-07-31,true
r_001436,t_0434,s_009582,2024-08-11,false
r_001437,t_0434,s_009588,2024-07-26,true
r_001438,t_0434,s_009591,2024-07-12,true
r_001439,t_0435,s_009603,2024-04-28,true
r_001440,t_0435,s_009612,2024-05-16,true
r_001441,t_0435,s_009622,2024-05-16,false
r_001442,t_0436,s_009633,2024-10-16,true
r_001443,t_0436,s_009635,2024-10-17,true
r_001444,t_0436,s_009637,2024-10-16,true
r_001445,t_0436,s_009658,2024-10-13,true
r_001446,t_0437,s_009673,2024-07-18,false
r_001447,t_0437,s_009674,2024-08-15,true
r_001448,t_0437,s_009684,2024-08-01,false
r_001449,t_0438,s_009695,2024-12-31,false
r_001450,t_0438,s_009703,2024-12-31,true
r_001451,t_0439,s_009732,2024-03-15,true
r_001452,t_0439,s_009734,2024-03-07,true
r_001453,t_0439,s_009737,2024-03-28,false
r_001454,t_0440,s_009752,2024-02-28,true
r_001455,t_0440,s_009755,2024-03-01,false
r_001456,t_0440,s_009756,2024-02-25,true
r_001457,t_0441,s_009765,2024-05-22,false
r_001458,t_0441,s_009767,2024-05-27,true
r_001459,t_0442,s_009784,2024-07-04,true
r_001460,t_0442,s_009788,2024-06-16,false
r_001461,t_0443,s_009798,2024-12-05,true
r_001462,t_0443,s_009804,2024-11-29,true
r_001463,t_0444,s_009824,2024-04-07,false
r_001464,t_0444,s_009827,2024-04-08,false
r_001465,t_0444,s_009832,2024-03-30,true
r_001466,t_0444,s_009842,2024-03-29,true
r_001467,t_0444,s_009853,2024-05-04,true
r_001468,t_0445,s_009868,2024-03-09,true
r_001469,t_0445,s_009879,2024-02-21,true
r_001470,t_0446,s_009882,2024-08-29,true
r_001471,t_0446,s_009883,2024-09-07,false
r_001472,t_0446,s_009886,2024-08-09,true
r_001473,t_0446,s_009897,2024-08-20,false
r_001474,t_0447,s_009903,2024-12-31,false
r_001475,t_0447,s_009905,2024-12-31,true
r_001476,t_0449,s_009963,2024-06-15,false
r_001477,t_0450,s_009969,2024-10-31,true
r_001478,t_0450,s_009971,2024-11-02,true
r_001479,t_0450,s_009972,2024-11-12,true
r_001480,t_0451,s_009982,2024-05-15,false
r_001481,t_0451,s_009983,2024-06-17,true
r_001482,t_0451,s_009996,2024-07-04,true
r_001483,t_0452,s_010008,2024-08-19,true
r_001484,t_0452,s_010009,2024-07-29,false
r_001485,t_0452,s_010020,2024-08-01,true
r_001486,t_0452,s_010029,2024-09-07,true
r_001487,t_0453,s_010039,2024-08-16,true
r_001488,t_0453,s_010053,2024-08-25,true
r_001489,t_0454,s_010068,2024-12-12,true
r_001490,t_0454,s_010071,2024-12-23,false
r_001491,t_0455,s_010080,2024-08-13,true
r_001492,t_0455,s_010085,2024-07-21,true
r_001493,t_0455,s_010089,2024-08-09,false
r_001494,t_0455,s_010090,2024-08-04,true
r_001495,t_0455,s_010093,2024-07-03,true
r_001496,t_0456,s_010116,2024-03-22,true
r_001497,t_0456,s_010119,2024-03-14,true
r_001498,t_0456,s_010122,2024-04-18,true
r_001499,t_0457,s_010127,2024-12-31,false
r_001500,t_0457,s_010128,2024-12-31,false
r_001501,t_0457,s_010129,2024-12-31,true
r_001502,t_0457,s_010131,2024-12-31,true
r_001503,t_0457,s_010138,2024-12-31,true
r_001504,t_0457,s_010150,2024-12-31,true
r_001505,t_0457,s_010151,2024-12-31,true
r_001506,t_0457,s_010153,2024-12-31,false
r_001507,t_0457,s_010155,2024-12-31,true
r_001508,t_0458,s_010163,2024-07-18,true
r_001509,t_0458,s_010164,2024-05-27,true
r_001510,t_0459,s_010173,2024-07-23,true
r_001511,t_0459,s_010176,2024-08-13,true
r_001512,t_0459,s_010180,2024-07-12,true
r_001513,t_0459,s_010181,2024-07-14,true
r_001514,t_0459,s_010183,2024-07-14,false
r_001515,t_0460,s_010194,2024-09-04,true
r_001516,t_0460,s_010196,2024-09-27,true
r_001517,t_0460,s_010212,2024-10-15,true
r_001518,t_0460,s_010213,2024-10-04,false
r_001519,t_0460,s_010214,2024-09-09,true
r_001520,t_0461,s_010218,2024-08-03,true
r_001521,t_0461,s_010221,2024-09-24,false
r_001522,t_0461,s_010223,2024-09-06,false
r_001523,t_0461,s_010224,2024-09-30,true
r_001524,t_0461,s_010227,2024-09-22,false
r_001525,t_0461,s_010229,2024-09-18,true
r_001526,t_0461,s_010235,2024-09-29,true
r_001527,t_0462,s_010251,2024-10-29,false
r_001528,t_0462,s_010261,2024-11-25,false
r_001529,t_0463,s_010268,2024-05-11,false
r_001530,t_0463,s_010279,2024-05-08,false
r_001531,t_0463,s_010285,2024-06-03,true
r_001532,t_0464,s_010307,2024-12-31,true
r_001533,t_0464,s_010312,2024-12-21,true
r_001534,t_0465,s_010331,2024-12-31,true
r_001535,t_0466,s_010337,2024-11-03,true
r_001536,t_0466,s_010348,2024-10-29,true
r_001537,t_0469,s_010385,2024-06-02,true
r_001538,t_0469,s_010390,2024-06-03,true
r_001539,t_0469,s_010391,2024-06-02,true
r_001540,t_0469,s_010393,2024-06-11,false
r_001541,t_0469,s_010394,2024-06-03,true
r_001542,t_0470,s_010405,2024-08-19,true
r_001543,t_0470,s_010406,2024-08-07,false
r_001544,t_0470,s_010407,2024-07-29,false
r_001545,t_0470,s_010415,2024-07-19,true
r_001546,t_0470,s_010417,2024-08-18,true
r_001547,t_0470,s_010420,2024-09-09,false
r_001548,t_0470,s_010421,2024-08-30,true
r_001549,t_0471,s_010434,2024-12-30,true
r_001550,t_0471,s_010445,2024-12-31,true
r_001551,t_0472,s_010446,2024-01-19,false
r_001552,t_0472,s_010449,2024-03-08,false
r_001553,t_0472,s_010451,2024-02-20,false
r_001554,t_0472,s_010452,2024-02-09,true
r_001555,t_0472,s_010456,2024-02-20,true
r_001556,t_0472,s_010459,2024-02-16,true
r_001557,t_0473,s_010469,2024-12-26,true
r_001558,t_0473,s_010478,2024-12-31,false
r_001559,t_0474,s_010484,2024-03-29,false
r_001560,t_0474,s_010497,2024-04-04,true
r_001561,t_0475,s_010509,2024-07-02,false
r_001562,t_0475,s_010512,2024-07-23,true
r_001563,t_0476,s_010529,2024-09-23,true
r_001564,t_0476,s_010548,2024-09-28,false
r_001565,t_0476,s_010549,2024-09-27,true
r_001566,t_0477,s_010559,2024-04-02,false
r_001567,t_0477,s_010577,2024-04-04,false
r_001568,t_0478,s_010588,2024-09-05,false
r_001569,t_0478,s_010600,2024-08-30,false
r_001570,t_0478,s_010601,2024-09-06,false
r_001571,t_0479,s_010612,2024-03-24,true
r_001572,t_0479,s_010614,2024-03-12,false
r_001573,t_0479,s_010617,2024-02-22,true
r_001574,t_0479,s_010619,2024-04-14,true
r_001575,t_0479,s_010622,2024-02-20,true
r_001576,t_0479,s_010626,2024-03-30,false
r_001577,t_0479,s_010629,2024-03-27,true
r_001578,t_0479,s_010631,2024-02-20,false
r_001579,t_0479,s_010637,2024-02-23,false
r_001580,t_0479,s_010639,2024-02-27,false
r_001581,t_0480,s_010648,2024-03-11,true
r_001582,t_0480,s_010651,2024-02-23,false
r_001583,t_0480,s_010656,2024-02-26,true
r_001584,t_0480,s_010671,2024-04-15,true
r_001585,t_0480,s_010675,2024-03-01,false
r_001586,t_0480,s_010676,2024-03-11,true
r_001587,t_0481,s_010679,2024-12-31,true
r_001588,t_0481,s_010687,2024-12-31,true
r_001589,t_0481,s_010695,2024-12-27,true
r_001590,t_0481,s_010696,2024-12-31,true
r_001591,t_0482,s_010698,2024-12-31,false
r_001592,t_0482,s_010705,2024-12-30,true
r_001593,t_0482,s_010714,2024-12-31,true
r_001594,t_0482,s_010722,2024-12-31,false
r_001595,t_0482,s_010724,2024-12-31,false
r_001596,t_0483,s_010727,2024-05-08,true
r_001597,t_0483,s_010731,2024-05-03,false
r_001598,t_0483,s_010732,2024-05-19,true
r_001599,t_0483,s_010735,2024-04-08,true
r_001600,t_0483,s_010736,2024-05-26,true
r_001601,t_0483,s_010737,2024-05-06,false
r_001602,t_0483,s_010740,2024-04-21,false
r_001603,t_0483,s_010744,2024-05-24,true
r_001604,t_0483,s_010745,2024-05-21,false
r_001605,t_0483,s_010748,2024-04-15,true
r_001606,t_0483,s_010752,2024-05-28,true
r_001607,t_0483,s_010753,2024-05-05,false
r_001608,t_0484,s_010772,2024-12-31,false
r_001609,t_0484,s_010781,2024-12-31,true
r_001610,t_0484,s_010782,2024-12-31,false
r_001611,t_0485,s_010788,2024-05-18,true
r_001612,t_0485,s_010796,2024-06-15,true
r_001613,t_0485,s_010806,2024-05-26,true
r_001614,t_0485,s_010808,2024-06-23,false
r_001615,t_0485,s_010816,2024-05-16,true
r_001616,t_0485,s_010817,2024-05-27,true
r_001617,t_0486,s_010826,2024-03-16,false
r_001618,t_0486,s_010827,2024-04-02,false
r_001619,t_0486,s_010839,2024-03-30,true
r_001620,t_0487,s_010845,2024-08-07,true
r_001621,t_0488,s_010864,2024-12-12,true
r_001622,t_0488,s_010873,2024-11-12,true
r_001623,t_0488,s_010877,2024-11-22,false
r_001624,t_0488,s_010878,2024-12-20,true
r_001625,t_0488,s_010880,2024-12-31,false
r_001626,t_0489,s_010913,2024-05-27,false
r_001627,t_0490,s_010915,2024-09-08,false
r_001628,t_0490,s_010917,2024-07-31,false
r_001629,t_0491,s_010931,2024-12-31,true
r_001630,t_0491,s_010943,2024-12-18,false
r_001631,t_0491,s_010946,2024-11-25,true
r_001632,t_0492,s_010956,2024-03-19,true
r_001633,t_0493,s_010966,2024-07-17,true
r_001634,t_0493,s_010979,2024-08-11,false
r_001635,t_0493,s_010980,2024-07-28,true
r_001636,t_0493,s_010981,2024-07-29,true
r_001637,t_0493,s_010983,2024-06-12,true
r_001638,t_0493,s_010986,2024-08-03,false
r_001639,t_0494,s_011001,2024-06-10,true
r_001640,t_0494,s_011004,2024-07-04,false
r_001641,t_0494,s_011015,2024-06-13,true
r_001642,t_0494,s_011016,2024-06-17,false
r_001643,t_0494,s_011018,2024-06-28,true
r_001644,t_0495,s_011021,2024-11-08,true
r_001645,t_0495,s_011022,2024-10-22,true
r_001646,t_0495,s_011030,2024-10-23,true
r_001647,t_0495,s_011039,2024-11-13,true
r_001648,t_0495,s_011042,2024-11-10,true
r_001649,t_0496,s_011045,2024-03-16,false
r_001650,t_0496,s_011048,2024-02-21,true
r_001651,t_0496,s_011062,2024-02-24,true
r_001652,t_0496,s_011063,2024-02-22,true
r_001653,t_0496,s_011065,2024-03-03,true
r_001654,t_0496,s_011072,2024-02-23,true
r_001655,t_0496,s_011073,2024-02-25,true
r_001656,t_0496,s_011075,2024-03-24,true
r_001657,t_0497,s_011085,2024-08-18,false
r_001658,t_0498,s_011100,2024-05-28,true
r_001659,t_0498,s_011101,2024-06-01,true
r_001660,t_0498,s_011107,2024-06-27,false
r_001661,t_0498,s_011113,2024-07-05,false
r_001662,t_0498,s_011115,2024-07-03,true
r_001663,t_0499,s_011134,2024-06-24,true
r_001664,t_0500,s_011162,2024-07-14,false
r_001665,t_0500,s_011169,2024-07-06,true
r_001666,t_0500,s_011170,2024-06-23,true
r_001667,t_0500,s_011171,2024-06-07,true
r_001668,t_0501,s_011189,2024-06-29,false
r_001669,t_0502,s_011199,2024-04-24,true
r_001670,t_0503,s_011221,2024-12-12,true
r_001671,t_0503,s_011222,2024-12-07,true
r_001672,t_0503,s_011227,2024-11-29,false
r_001673,t_0503,s_011234,2024-12-18,true
r_001674,t_0503,s_011238,2024-12-29,false
r_001675,t_0504,s_011255,2024-12-01,false
r_001676,t_0505,s_011280,2024-12-28,true
r_001677,t_0505,s_011290,2024-12-31,true
r_001678,t_0505,s_011293,2024-12-31,true
r_001679,t_0506,s_011298,2024-07-12,true
r_001680,t_0506,s_011299,2024-07-10,false
r_001681,t_0507,s_011315,2024-07-15,true
r_001682,t_0507,s_011317,2024-07-12,false
r_001683,t_0507,s_011320,2024-08-09,false
r_001684,t_0507,s_011324,2024-07-08,false
r_001685,t_0507,s_011332,2024-08-07,false
r_001686,t_0507,s_011334,2024-07-08,true
r_001687,t_0508,s_011349,2024-10-26,true
r_001688,t_0508,s_011350,2024-12-10,false
r_001689,t_0508,s_011359,2024-11-16,true
r_001690,t_0508,s_011362,2024-10-24,true
r_001691,t_0508,s_011366,2024-11-07,false
r_001692,t_0509,s_011373,2024-10-27,true
r_001693,t_0509,s_011383,2024-10-20,true
r_001694,t_0509,s_011388,2024-12-06,false
r_001695,t_0509,s_011390,2024-11-13,false
r_001696,t_0509,s_011393,2024-10-24,true
r_001697,t_0510,s_011404,2024-07-14,true
r_001698,t_0510,s_011407,2024-07-28,false
r_001699,t_0510,s_011409,2024-07-24,true
r_001700,t_0510,s_011410,2024-07-06,false
r_001701,t_0511,s_011425,2024-03-24,true
r_001702,t_0511,s_011431,2024-04-01,false
r_001703,t_0511,s_011434,2024-03-15,true
r_001704,t_0511,s_011439,2024-03-22,false
r_001705,t_0511,s_011441,2024-04-21,false
r_001706,t_0511,s_011448,2024-04-12,true
r_001707,t_0512,s_011451,2024-09-11,true
r_001708,t_0512,s_011457,2024-08-09,true
r_001709,t_0512,s_011458,2024-07-20,true
r_001710,t_0512,s_011461,2024-09-02,true
r_001711,t_0512,s_011467,2024-08-07,true
r_001712,t_0512,s_011477,2024-08-29,true
r_001713,t_0514,s_011510,2024-08-23,false
r_001714,t_0514,s_011512,2024-07-16,true
r_001715,t_0515,s_011525,2024-02-27,true
r_001716,t_0516,s_011544,2024-12-06,false
r_001717,t_0516,s_011550,2024-12-14,true
r_001718,t_0516,s_011552,2024-12-18,false
r_001719,t_0516,s_011555,2024-12-28,true
r_001720,t_0516,s_011556,2024-12-31,false
r_001721,t_0517,s_011561,2024-07-27,false
r_001722,t_0517,s_011570,2024-08-10,true
r_001723,t_0518,s_011596,2024-06-19,true
r_001724,t_0518,s_011599,2024-06-10,true
r_001725,t_0518,s_011600,2024-05-18,false
r_001726,t_0519,s_011602,2024-06-03,true
r_001727,t_0519,s_011610,2024-05-11,true
r_001728,t_0519,s_011612,2024-05-17,true
r_001729,t_0519,s_011626,2024-05-04,false
r_001730,t_0520,s_011632,2024-05-14,true
r_001731,t_0520,s_011640,2024-05-14,true
r_001732,t_0520,s_011642,2024-04-06,true
r_001733,t_0520,s_011643,2024-03-30,false
r_001734,t_0520,s_011644,2024-05-05,true
r_001735,t_0521,s_011656,2024-03-17,false
r_001736,t_0521,s_011658,2024-03-01,true
r_001737,t_0521,s_011663,2024-03-16,true
r_001738,t_0521,s_011664,2024-02-28,true
r_001739,t_0521,s_011665,2024-03-25,true
r_001740,t_0521,s_011667,2024-04-06,true
r_001741,t_0521,s_011668,2024-03-23,false
r_001742,t_0522,s_011673,2024-07-28,true
r_001743,t_0522,s_011680,2024-07-17,true
r_001744,t_0523,s_011707,2024-03-18,false
r_001745,t_0523,s_011714,2024-03-01,false
