session_id,therapist_id,session_date,channel,page_views
s_008899,t_0404,2024-03-27,referral,4
s_008900,t_0404,2024-03-23,referral,6
s_008901,t_0404,2024-02-25,referral,7
s_008902,t_0404,2024-03-01,referral,4
s_008903,t_0404,2024-03-22,referral,3
s_008904,t_0404,2024-02-24,referral,3
s_008905,t_0404,2024-03-27,referral,7
s_008906,t_0404,2024-03-17,referral,3
s_008907,t_0405,2024-05-27,partner,4
s_008908,t_0405,2024-05-29,partner,7
s_008909,t_0405,2024-04-12,partner,4
s_008910,t_0405,2024-05-02,partner,7
s_008911,t_0405,2024-05-28,partner,3
s_008912,t_0405,2024-05-14,partner,7
s_008913,t_0405,2024-05-04,partner,4
s_008914,t_0405,2024-04-09,partner,4
s_008915,t_0405,2024-04-06,partner,3
s_008916,t_0405,2024-05-21,partner,3
s_008917,t_0405,2024-03-30,partner,4
s_008918,t_0405,2024-04-13,partner,4
s_008919,t_0405,2024-05-25,partner,3
s_008920,t_0405,2024-03-31,partner,3
s_008921,t_0405,2024-05-13,partner,7
s_008922,t_0405,2024-04-23,partner,6
s_008923,t_0405,2024-04-26,partner,6
s_008924,t_0405,2024-04-06,partner,3
s_008925,t_0405,2024-05-27,partner,3
s_008926,t_0405,2024-05-01,partner,7
s_008927,t_0405,2024-05-11,partner,7
s_008928,t_0405,2024-05-27,partner,6
s_008929,t_0406,2024-08-15,social,2
s_008930,t_0406,2024-07-22,social,6
s_008931,t_0406,2024-07-27,social,4
s_008932,t_0406,2024-08-03,social,4
s_008933,t_0406,2024-08-15,social,2
s_008934,t_0406,2024-08-09,social,2
s_008935,t_0406,2024-09-18,social,3
s_008936,t_0406,2024-09-17,social,6
s_008937,t_0406,2024-08-09,social,4
s_008938,t_0406,2024-09-01,social,3
s_008939,t_0406,2024-09-01,social,2
s_008940,t_0406,2024-08-28,social,6
s_008941,t_0406,2024-09-08,social,2
s_008942,t_0406,2024-09-10,social,5
s_008943,t_0406,2024-08-08,social,5
s_008944,t_0406,2024-09-10,social,6
s_008945,t_0406,2024-09-01,social,3
s_008946,t_0406,2024-08-03,social,4
s_008947,t_0406,2024-08-10,social,5
s_008948,t_0406,2024-09-15,social,6
s_008949,t_0406,2024-08-11,social,2
s_008950,t_0406,2024-07-24,social,2
s_008951,t_0406,2024-08-03,social,2
s_008952,t_0406,2024-08-20,social,5
s_008953,t_0406,2024-09-18,social,3
s_008954,t_0406,2024-07-22,social,4
s_008955,t_0406,2024-09-12,social,4
s_008956,t_0406,2024-09-20,social,4
s_008957,t_0406,2024-09-20,social,6
s_008958,t_0406,2024-08-15,social,5
s_008959,t_0406,2024-09-13,social,2
s_008960,t_0406,2024-08-12,social,2
s_008961,t_0407,2024-01-07,partner,6
s_008962,t_0407,2024-02-01,partner,6
s_008963,t_0407,2024-02-01,partner,5
s_008964,t_0407,2024-01-10,partner,3
s_008965,t_0407,2024-01-05,partner,6
s_008966,t_0407,2024-03-03,partner,5
s_008967,t_0407,2024-01-24,partner,3
s_008968,t_0407,2024-02-19,partner,3
s_008969,t_0407,2024-02-19,partner,4
s_008970,t_0407,2024-01-23,partner,3
s_008971,t_0407,2024-02-25,partner,6
s_008972,t_0407,2024-02-08,partner,5
s_008973,t_0407,2024-01-11,partner,6
s_008974,t_0407,2024-02-13,partner,7
s_008975,t_0407,2024-01-22,partner,7
s_008976,t_0407,2024-02-04,partner,3
s_008977,t_0407,2024-02-07,partner,7
s_008978,t_0407,2024-01-05,partner,5
s_008979,t_0407,2024-02-23,partner,7
s_008980,t_0407,2024-02-22,partner,4
s_008981,t_0407,2024-02-01,partner,6
s_008982,t_0407,2024-02-09,partner,4
s_008983,t_0407,2024-01-23,partner,7
s_008984,t_0407,2024-01-14,partner,6
s_008985,t_0407,2024-02-08,partner,7
s_008986,t_0407,2024-02-10,partner,7
s_008987,t_0407,2024-01-30,partner,4
s_008988,t_0407,2024-01-29,partner,7
s_008989,t_0407,2024-02-03,partner,3
s_008990,t_0407,2024-02-07,partner,4
s_008991,t_0407,2024-02-08,partner,6
s_008992,t_0407,2024-02-09,partner,7
s_008993,t_0408,2024-12-31,paid_search,6
s_008994,t_0408,2024-12-01,paid_search,5
s_008995,t_0408,2024-12-27,paid_search,5
s_008996,t_0408,2024-12-31,paid_search,6
s_008997,t_0408,2024-11-28,paid_search,4
s_008998,t_0408,2024-11-25,paid_search,4
s_008999,t_0408,2024-12-31,paid_search,6
s_009000,t_0408,2024-12-21,paid_search,3
s_009001,t_0408,2024-12-17,paid_search,5
s_009002,t_0408,2024-12-31,paid_search,2
s_009003,t_0408,2024-12-30,paid_search,5
s_009004,t_0408,2024-12-31,paid_search,5
s_009005,t_0408,2024-11-25,paid_search,6
s_009006,t_0408,2024-12-09,paid_search,3
s_009007,t_0408,2024-11-25,paid_search,2
s_009008,t_0408,2024-12-02,paid_search,5
s_009009,t_0408,2024-12-31,paid_search,4
s_009010,t_0408,2024-12-23,paid_search,6
s_009011,t_0408,2024-12-30,paid_search,6
s_009012,t_0408,2024-12-31,paid_search,3
s_009013,t_0408,2024-12-18,paid_search,2
s_009014,t_0408,2024-12-13,paid_search,2
s_009015,t_0408,2024-12-29,paid_search,2
s_009016,t_0408,2024-12-31,paid_search,6
s_009017,t_0408,2024-12-17,paid_search,3
s_009018,t_0408,2024-12-31,paid_search,2
s_009019,t_0409,2024-09-25,partner,5
s_009020,t_0409,2024-09-17,partner,7
s_009021,t_0409,2024-09-16,partner,3
s_009022,t_0409,2024-09-25,partner,6
s_009023,t_0409,2024-09-25,partner,5
s_009024,t_0409,2024-10-11,partner,3
s_009025,t_0409,2024-10-08,partner,4
s_009026,t_0409,2024-09-27,partner,5
s_009027,t_0409,2024-09-20,partner,7
s_009028,t_0409,2024-09-07,partner,3
s_009029,t_0409,2024-09-02,partner,7
s_009030,t_0409,2024-10-09,partner,7
s_009031,t_0409,2024-09-05,partner,5
s_009032,t_0409,2024-09-01,partner,7
s_009033,t_0409,2024-10-11,partner,7
s_009034,t_0409,2024-09-21,partner,4
s_009035,t_0409,2024-09-23,partner,5
s_009036,t_0409,2024-09-07,partner,4
s_009037,t_0409,2024-09-05,partner,7
s_009038,t_0409,2024-10-26,partner,6
s_009039,t_0409,2024-09-17,partner,7
s_009040,t_0409,2024-10-03,partner,3
s_009041,t_0409,2024-09-24,partner,3
s_009042,t_0409,2024-10-17,partner,5
s_009043,t_0409,2024-10-12,partner,5
s_009044,t_0409,2024-09-13,partner,4
s_009045,t_0409,2024-09-02,partner,7
s_009046,t_0409,2024-09-18,partner,5
s_009047,t_0409,2024-09-19,partner,6
s_009048,t_0409,2024-10-19,partner,3
s_009049,t_0409,2024-09-16,partner,6
s_009050,t_0409,2024-10-15,partner,7
s_009051,t_0409,2024-09-04,partner,3
s_009052,t_0409,2024-10-20,partner,7
s_009053,t_0409,2024-09-05,partner,4
s_009054,t_0410,2024-09-22,paid_search,2
s_009055,t_0410,2024-10-06,paid_search,6
s_009056,t_0410,2024-08-23,paid_search,2
s_009057,t_0410,2024-08-26,paid_search,5
s_009058,t_0410,2024-09-05,paid_search,4
s_009059,t_0410,2024-09-17,paid_search,4
s_009060,t_0410,2024-10-21,paid_search,2
s_009061,t_0410,2024-09-20,paid_search,3
s_009062,t_0410,2024-09-04,paid_search,3
s_009063,t_0410,2024-09-08,paid_search,5
s_009064,t_0410,2024-09-02,paid_search,6
s_009065,t_0410,2024-09-01,paid_search,6
s_009066,t_0410,2024-09-30,paid_search,4
s_009067,t_0410,2024-10-17,paid_search,4
s_009068,t_0410,2024-08-22,paid_search,2
s_009069,t_0410,2024-08-27,paid_search,5
s_009070,t_0410,2024-09-24,paid_search,6
s_009071,t_0410,2024-09-02,paid_search,3
s_009072,t_0410,2024-10-05,paid_search,4
s_009073,t_0410,2024-10-06,paid_search,5
s_009074,t_0410,2024-09-06,paid_search,2
s_009075,t_0411,2024-06-26,referral,3
s_009076,t_0411,2024-06-24,referral,7
s_009077,t_0411,2024-07-29,referral,5
s_009078,t_0411,2024-05-31,referral,6
s_009079,t_0411,2024-06-04,referral,3
s_009080,t_0411,2024-07-20,referral,5
s_009081,t_0411,2024-07-30,referral,7
s_009082,t_0411,2024-07-11,referral,3
s_009083,t_0411,2024-06-05,referral,3
s_009084,t_0411,2024-07-06,referral,5
s_009085,t_0411,2024-05-31,referral,7
s_009086,t_0411,2024-06-11,referral,6
s_009087,t_0411,2024-07-26,referral,3
s_009088,t_0411,2024-07-22,referral,3
s_009089,t_0412,2024-12-04,organic,6
s_009090,t_0412,2024-11-28,organic,3
s_009091,t_0412,2024-12-31,organic,5
s_009092,t_0412,2024-12-07,organic,6
s_009093,t_0412,2024-11-26,organic,7
s_009094,t_0412,2024-12-01,organic,4
s_009095,t_0412,2024-11-25,organic,3
s_009096,t_0412,2024-12-22,organic,3
s_009097,t_0412,2024-12-31,organic,6
s_009098,t_0412,2024-12-30,organic,5
s_009099,t_0412,2024-12-31,organic,3
s_009100,t_0412,2024-11-23,organic,6
s_009101,t_0412,2024-12-09,organic,3
s_009102,t_0412,2024-12-31,organic,7
s_009103,t_0412,2024-12-29,organic,5
s_009104,t_0412,2024-12-28,organic,5
s_009105,t_0412,2024-12-31,organic,5
s_009106,t_0412,2024-12-07,organic,4
s_009107,t_0412,2024-12-31,organic,7
s_009108,t_0412,2024-12-26,organic,6
s_009109,t_0413,2024-08-30,paid_search,6
s_009110,t_0413,2024-08-29,paid_search,3
s_009111,t_0413,2024-09-17,paid_search,5
s_009112,t_0413,2024-08-15,paid_search,3
s_009113,t_0413,2024-08-31,paid_search,4
s_009114,t_0413,2024-08-10,paid_search,5
s_009115,t_0413,2024-09-11,paid_search,2
s_009116,t_0413,2024-08-19,paid_search,2
s_009117,t_0413,2024-09-01,paid_search,6
s_009118,t_0413,2024-09-21,paid_search,3
s_009119,t_0413,2024-08-23,paid_search,3
s_009120,t_0413,2024-09-13,paid_search,4
s_009121,t_0413,2024-09-13,paid_search,6
s_009122,t_0413,2024-07-29,paid_search,3
s_009123,t_0413,2024-09-19,paid_search,2
s_009124,t_0413,2024-07-26,paid_search,4
s_009125,t_0413,2024-08-14,paid_search,2
s_009126,t_0413,2024-08-02,paid_search,4
s_009127,t_0413,2024-09-11,paid_search,6
s_009128,t_0413,2024-09-04,paid_search,6
s_009129,t_0413,2024-08-18,paid_search,3
s_009130,t_0413,2024-09-05,paid_search,3
s_009131,t_0413,2024-07-28,paid_search,5
s_009132,t_0414,2024-05-20,organic,5
s_009133,t_0414,2024-06-04,organic,5
s_009134,t_0414,2024-06-09,organic,4
s_009135,t_0414,2024-05-28,organic,4
s_009136,t_0414,2024-06-02,organic,7
s_009137,t_0414,2024-05-10,organic,6
s_009138,t_0414,2024-07-01,organic,5
s_009139,t_0414,2024-06-10,organic,6
s_009140,t_0414,2024-05-09,organic,6
s_009141,t_0414,2024-06-04,organic,4
s_009142,t_0414,2024-06-13,organic,7
s_009143,t_0414,2024-05-21,organic,5
s_009144,t_0414,2024-07-03,organic,5
s_009145,t_0414,2024-07-05,organic,7
s_009146,t_0414,2024-06-08,organic,4
s_009147,t_0414,2024-06-11,organic,5
s_009148,t_0414,2024-05-18,organic,5
s_009149,t_0414,2024-06-27,organic,4
s_009150,t_0414,2024-05-31,organic,5
s_009151,t_0415,2024-08-14,referral,4
s_009152,t_0415,2024-07-21,referral,3
s_009153,t_0415,2024-07-08,referral,5
s_009154,t_0415,2024-06-20,referral,6
s_009155,t_0415,2024-08-08,referral,6
s_009156,t_0415,2024-08-15,referral,5
s_009157,t_0415,2024-08-01,referral,3
s_009158,t_0415,2024-07-12,referral,5
s_009159,t_0415,2024-07-15,referral,7
s_009160,t_0415,2024-07-08,referral,5
s_009161,t_0415,2024-06-22,referral,5
s_009162,t_0415,2024-07-12,referral,4
s_009163,t_0415,2024-06-30,referral,7
s_009164,t_0415,2024-06-28,referral,3
s_009165,t_0415,2024-07-25,referral,3
s_009166,t_0415,2024-07-21,referral,5
s_009167,t_0415,2024-08-13,referral,5
s_009168,t_0415,2024-06-23,referral,3
s_009169,t_0415,2024-07-18,referral,5
s_009170,t_0415,2024-08-02,referral,3
s_009171,t_0415,2024-07-29,referral,7
s_009172,t_0415,2024-06-23,referral,4
s_009173,t_0416,2024-09-01,paid_search,2
s_009174,t_0416,2024-07-09,paid_search,5
s_009175,t_0416,2024-08-21,paid_search,6
s_009176,t_0416,2024-09-01,paid_search,5
s_009177,t_0416,2024-07-09,paid_search,6
s_009178,t_0416,2024-08-15,paid_search,2
s_009179,t_0416,2024-07-12,paid_search,4
s_009180,t_0416,2024-08-23,paid_search,4
s_009181,t_0416,2024-08-17,paid_search,5
s_009182,t_0416,2024-08-15,paid_search,5
s_009183,t_0416,2024-07-06,paid_search,3
s_009184,t_0416,2024-07-13,paid_search,2
s_009185,t_0416,2024-07-28,paid_search,6
s_009186,t_0417,2024-05-19,organic,4
s_009187,t_0417,2024-04-11,organic,5
s_009188,t_0417,2024-05-05,organic,3
s_009189,t_0417,2024-05-04,organic,4
s_009190,t_0417,2024-03-22,organic,3
s_009191,t_0417,2024-05-03,organic,4
s_009192,t_0417,2024-04-02,organic,6
s_009193,t_0417,2024-05-18,organic,5
s_009194,t_0417,2024-05-11,organic,7
s_009195,t_0417,2024-04-13,organic,3
s_009196,t_0417,2024-03-22,organic,4
s_009197,t_0417,2024-05-16,organic,6
s_009198,t_0417,2024-05-09,organic,3
s_009199,t_0417,2024-03-27,organic,5
s_009200,t_0417,2024-03-29,organic,5
s_009201,t_0417,2024-04-04,organic,4
s_009202,t_0417,2024-05-19,organic,5
s_009203,t_0417,2024-05-12,organic,7
s_009204,t_0417,2024-04-07,organic,6
s_009205,t_0417,2024-05-01,organic,7
s_009206,t_0417,2024-04-12,organic,3
s_009207,t_0418,2024-12-11,referral,3
s_009208,t_0418,2024-12-31,referral,6
s_009209,t_0418,2024-11-29,referral,6
s_009210,t_0418,2024-12-31,referral,4
s_009211,t_0418,2024-12-31,referral,4
s_009212,t_0418,2024-12-22,referral,7
s_009213,t_0418,2024-12-28,referral,3
s_009214,t_0418,2024-12-31,referral,5
s_009215,t_0418,2024-12-31,referral,7
s_009216,t_0418,2024-12-31,referral,5
s_009217,t_0418,2024-12-31,referral,3
s_009218,t_0418,2024-12-31,referral,4
s_009219,t_0418,2024-12-31,referral,3
s_009220,t_0418,2024-11-26,referral,3
s_009221,t_0418,2024-12-18,referral,5
s_009222,t_0418,2024-12-31,referral,7
s_009223,t_0418,2024-12-06,referral,5
s_009224,t_0418,2024-12-31,referral,3
s_009225,t_0418,2024-12-06,referral,7
s_009226,t_0418,2024-11-30,referral,3
s_009227,t_0418,2024-12-10,referral,5
s_009228,t_0418,2024-12-01,referral,3
s_009229,t_0418,2024-12-31,referral,4
s_009230,t_0418,2024-12-20,referral,3
s_009231,t_0419,2024-04-17,paid_search,4
s_009232,t_0419,2024-03-13,paid_search,2
s_009233,t_0419,2024-04-12,paid_search,4
s_009234,t_0419,2024-04-18,paid_search,6
s_009235,t_0419,2024-05-06,paid_search,2
s_009236,t_0419,2024-03-23,paid_search,4
s_009237,t_0419,2024-05-04,paid_search,6
s_009238,t_0419,2024-04-17,paid_search,3
s_009239,t_0419,2024-04-12,paid_search,4
s_009240,t_0419,2024-03-31,paid_search,3
s_009241,t_0419,2024-05-06,paid_search,4
s_009242,t_0419,2024-04-21,paid_search,6
s_009243,t_0419,2024-03-30,paid_search,3
s_009244,t_0419,2024-03-11,paid_search,4
s_009245,t_0419,2024-04-02,paid_search,2
s_009246,t_0419,2024-03-11,paid_search,2
s_009247,t_0419,2024-04-04,paid_search,5
s_009248,t_0419,2024-04-14,paid_search,6
s_009249,t_0419,2024-03-09,paid_search,2
s_009250,t_0419,2024-04-03,paid_search,6
s_009251,t_0419,2024-04-05,paid_search,6
s_009252,t_0419,2024-03-12,paid_search,2
s_009253,t_0419,2024-04-12,paid_search,5
s_009254,t_0419,2024-04-23,paid_search,5
s_009255,t_0419,2024-04-08,paid_search,4
s_009256,t_0419,2024-03-11,paid_search,3
s_009257,t_0420,2024-12-31,organic,5
s_009258,t_0420,2024-12-31,organic,4
s_009259,t_0420,2024-12-31,organic,4
s_009260,t_0420,2024-12-31,organic,4
s_009261,t_0420,2024-12-31,organic,5
s_009262,t_0420,2024-12-31,organic,7
s_009263,t_0420,2024-12-31,organic,5
s_009264,t_0420,2024-12-31,organic,4
s_009265,t_0420,2024-12-26,organic,3
s_009266,t_0420,2024-12-31,organic,6
s_009267,t_0420,2024-12-31,organic,6
s_009268,t_0420,2024-12-31,organic,4
s_009269,t_0420,2024-12-31,organic,5
s_009270,t_0420,2024-12-25,organic,4
s_009271,t_0420,2024-12-31,organic,5
s_009272,t_0420,2024-12-31,organic,3
s_009273,t_0420,2024-12-29,organic,6
s_009274,t_0420,2024-12-31,organic,6
s_009275,t_0420,2024-12-31,organic,5
s_009276,t_0420,2024-12-31,organic,6
s_009277,t_0420,2024-12-31,organic,5
s_009278,t_0420,2024-12-31,organic,6
s_009279,t_0420,2024-12-31,organic,5
s_009280,t_0420,2024-12-31,organic,7
s_009281,t_0420,2024-12-28,organic,4
s_009282,t_0421,2024-06-20,referral,7
s_009283,t_0421,2024-06-04,referral,4
s_009284,t_0421,2024-05-05,referral,4
s_009285,t_0421,2024-05-10,referral,5
s_009286,t_0421,2024-06-14,referral,3
s_009287,t_0421,2024-04-25,referral,3
s_009288,t_0421,2024-06-07,referral,3
s_009289,t_0421,2024-05-27,referral,3
s_009290,t_0421,2024-06-01,referral,6
s_009291,t_0421,2024-06-13,referral,3
s_009292,t_0421,2024-05-13,referral,4
s_009293,t_0421,2024-04-21,referral,7
s_009294,t_0421,2024-05-26,referral,6
s_009295,t_0421,2024-05-23,referral,5
s_009296,t_0421,2024-05-06,referral,3
s_009297,t_0421,2024-04-30,referral,3
s_009298,t_0421,2024-04-26,referral,6
s_009299,t_0421,2024-05-16,referral,6
s_009300,t_0421,2024-05-05,referral,4
s_009301,t_0421,2024-05-30,referral,3
s_009302,t_0421,2024-05-09,referral,5
s_009303,t_0421,2024-06-19,referral,6
s_009304,t_0421,2024-05-12,referral,7
s_009305,t_0421,2024-05-26,referral,7
s_009306,t_0421,2024-05-19,referral,5
s_009307,t_0421,2024-06-14,referral,7
s_009308,t_0421,2024-06-15,referral,4
s_009309,t_0421,2024-04-26,referral,4
s_009310,t_0421,2024-05-28,referral,7
s_009311,t_0421,2024-06-09,referral,6
s_009312,t_0421,2024-05-10,referral,4
s_009313,t_0422,2024-02-13,partner,4
s_009314,t_0422,2024-04-04,partner,4
s_009315,t_0422,2024-03-08,partner,4
s_009316,t_0422,2024-04-02,partner,3
s_009317,t_0422,2024-04-07,partner,4
s_009318,t_0422,2024-03-11,partner,5
s_009319,t_0422,2024-03-04,partner,7
s_009320,t_0422,2024-02-22,partner,3
s_009321,t_0422,2024-02-27,partner,6
s_009322,t_0422,2024-03-11,partner,3
s_009323,t_0422,2024-03-26,partner,7
s_009324,t_0422,2024-02-19,partner,3
s_009325,t_0422,2024-04-09,partner,6
s_009326,t_0422,2024-02-18,partner,3
s_009327,t_0422,2024-04-02,partner,5
s_009328,t_0422,2024-04-04,partner,4
s_009329,t_0422,2024-02-25,partner,7
s_009330,t_0422,2024-02-11,partner,4
s_009331,t_0422,2024-02-23,partner,6
s_009332,t_0422,2024-03-26,partner,4
s_009333,t_0422,2024-02-17,partner,7
s_009334,t_0422,2024-03-28,partner,4
s_009335,t_0423,2024-11-06,paid_search,6
s_009336,t_0423,2024-12-04,paid_search,2
s_009337,t_0423,2024-11-17,paid_search,6
s_009338,t_0423,2024-12-12,paid_search,5
s_009339,t_0423,2024-11-30,paid_search,2
s_009340,t_0423,2024-11-27,paid_search,4
s_009341,t_0423,2024-11-20,paid_search,2
s_009342,t_0423,2024-11-11,paid_search,2
s_009343,t_0423,2024-12-03,paid_search,2
s_009344,t_0423,2024-11-16,paid_search,5
s_009345,t_0423,2024-10-28,paid_search,6
s_009346,t_0423,2024-11-07,paid_search,4
s_009347,t_0424,2024-11-05,paid_search,2
s_009348,t_0424,2024-11-16,paid_search,6
s_009349,t_0424,2024-11-26,paid_search,4
s_009350,t_0424,2024-11-06,paid_search,5
s_009351,t_0424,2024-11-14,paid_search,5
s_009352,t_0424,2024-10-11,paid_search,2
s_009353,t_0424,2024-10-25,paid_search,6
s_009354,t_0424,2024-11-03,paid_search,2
s_009355,t_0424,2024-11-15,paid_search,2
s_009356,t_0424,2024-11-18,paid_search,4
s_009357,t_0424,2024-11-28,paid_search,3
s_009358,t_0424,2024-10-31,paid_search,6
s_009359,t_0424,2024-11-18,paid_search,6
s_009360,t_0424,2024-11-24,paid_search,3
s_009361,t_0424,2024-10-05,paid_search,6
s_009362,t_0424,2024-10-25,paid_search,6
s_009363,t_0424,2024-11-30,paid_search,3
s_009364,t_0424,2024-11-02,paid_search,6
s_009365,t_0424,2024-10-31,paid_search,3
s_009366,t_0424,2024-11-21,paid_search,6
s_009367,t_0424,2024-10-18,paid_search,4
s_009368,t_0424,2024-11-26,paid_search,4
s_009369,t_0424,2024-11-25,paid_search,2
s_009370,t_0424,2024-11-12,paid_search,2
s_009371,t_0424,2024-11-02,paid_search,3
s_009372,t_0424,2024-10-11,paid_search,5
s_009373,t_0424,2024-10-11,paid_search,2
s_009374,t_0425,2024-12-25,organic,7
s_009375,t_0425,2024-12-27,organic,7
s_009376,t_0425,2024-12-31,organic,7
s_009377,t_0425,2024-12-22,organic,4
s_009378,t_0425,2024-12-22,organic,4
s_009379,t_0425,2024-12-17,organic,5
s_009380,t_0425,2024-12-19,organic,5
s_009381,t_0425,2024-12-31,organic,6
s_009382,t_0425,2024-12-31,organic,4
s_009383,t_0425,2024-12-31,organic,4
s_009384,t_0425,2024-12-31,organic,7
s_009385,t_0426,2024-08-23,partner,3
s_009386,t_0426,2024-09-11,partner,5
s_009387,t_0426,2024-09-21,partner,7
s_009388,t_0426,2024-09-30,partner,4
s_009389,t_0426,2024-09-29,partner,3
s_009390,t_0426,2024-09-28,partner,4
s_009391,t_0426,2024-10-02,partner,3
s_009392,t_0426,2024-08-24,partner,3
s_009393,t_0426,2024-09-25,partner,4
s_009394,t_0426,2024-08-19,partner,5
s_009395,t_0426,2024-10-14,partner,4
s_009396,t_0426,2024-08-30,partner,4
s_009397,t_0426,2024-08-24,partner,6
s_009398,t_0426,2024-09-16,partner,5
s_009399,t_0426,2024-10-09,partner,4
s_009400,t_0426,2024-09-29,partner,3
s_009401,t_0426,2024-08-31,partner,5
s_009402,t_0426,2024-09-30,partner,4
s_009403,t_0426,2024-08-18,partner,4
s_009404,t_0426,2024-09-17,partner,3
s_009405,t_0426,2024-09-11,partner,5
s_009406,t_0426,2024-10-11,partner,3
s_009407,t_0426,2024-09-11,partner,5
s_009408,t_0426,2024-09-10,partner,4
s_009409,t_0426,2024-08-16,partner,3
s_009410,t_0426,2024-09-07,partner,7
s_009411,t_0426,2024-08-30,partner,6
s_009412,t_0426,2024-09-14,partner,6
s_009413,t_0426,2024-09-07,partner,6
s_009414,t_0426,2024-10-12,partner,7
s_009415,t_0426,2024-08-22,partner,7
s_009416,t_0426,2024-09-19,partner,4
s_009417,t_0426,2024-08-24,partner,3
s_009418,t_0427,2024-10-16,organic,4
s_009419,t_0427,2024-11-22,organic,3
s_009420,t_0427,2024-11-10,organic,3
s_009421,t_0427,2024-11-14,organic,5
s_009422,t_0427,2024-11-08,organic,7
s_009423,t_0427,2024-10-17,organic,4
s_009424,t_0427,2024-11-21,organic,7
s_009425,t_0427,2024-10-28,organic,3
s_009426,t_0427,2024-12-14,organic,3
s_009427,t_0427,2024-10-31,organic,4
s_009428,t_0427,2024-12-07,organic,7
s_009429,t_0427,2024-12-06,organic,5
s_009430,t_0427,2024-10-19,organic,7
s_009431,t_0427,2024-11-08,organic,6
s_009432,t_0427,2024-10-25,organic,4
s_009433,t_0427,2024-11-20,organic,3
s_009434,t_0427,2024-12-05,organic,4
s_009435,t_0427,2024-12-14,organic,3
s_009436,t_0427,2024-11-10,organic,6
s_009437,t_0427,2024-10-15,organic,7
s_009438,t_0427,2024-10-18,organic,5
s_009439,t_0427,2024-11-09,organic,7
s_009440,t_0427,2024-12-10,organic,5
s_009441,t_0427,2024-12-07,organic,6
s_009442,t_0427,2024-12-07,organic,6
s_009443,t_0427,2024-11-13,organic,3
s_009444,t_0427,2024-11-08,organic,4
s_009445,t_0427,2024-11-28,organic,6
s_009446,t_0427,2024-12-13,organic,4
s_009447,t_0427,2024-10-20,organic,7
s_009448,t_0427,2024-11-16,organic,6
s_009449,t_0428,2024-08-13,referral,3
s_009450,t_0428,2024-08-09,referral,7
s_009451,t_0428,2024-08-08,referral,5
s_009452,t_0428,2024-08-09,referral,3
s_009453,t_0428,2024-08-18,referral,6
s_009454,t_0428,2024-08-15,referral,4
s_009455,t_0428,2024-09-02,referral,5
s_009456,t_0428,2024-08-28,referral,4
s_009457,t_0428,2024-09-04,referral,4
s_009458,t_0428,2024-08-26,referral,6
s_009459,t_0428,2024-08-12,referral,3
s_009460,t_0428,2024-08-09,referral,7
s_009461,t_0428,2024-08-14,referral,4
s_009462,t_0428,2024-08-19,referral,4
s_009463,t_0428,2024-07-29,referral,4
s_009464,t_0428,2024-08-14,referral,4
s_009465,t_0428,2024-08-17,referral,3
s_009466,t_0428,2024-07-26,referral,5
s_009467,t_0428,2024-07-30,referral,5
s_009468,t_0428,2024-08-03,referral,6
s_009469,t_0428,2024-09-01,referral,4
s_009470,t_0429,2024-02-14,organic,7
s_009471,t_0429,2024-03-08,organic,5
s_009472,t_0429,2024-02-10,organic,4
s_009473,t_0429,2024-01-30,organic,7
s_009474,t_0429,2024-03-18,organic,7
s_009475,t_0429,2024-03-04,organic,3
s_009476,t_0429,2024-02-27,organic,6
s_009477,t_0429,2024-03-24,organic,7
s_009478,t_0429,2024-03-24,organic,7
s_009479,t_0429,2024-01-30,organic,7
s_009480,t_0429,2024-03-23,organic,6
s_009481,t_0429,2024-02-02,organic,4
s_009482,t_0429,2024-03-10,organic,5
s_009483,t_0429,2024-03-22,organic,3
s_009484,t_0429,2024-03-06,organic,7
s_009485,t_0429,2024-02-29,organic,6
s_009486,t_0429,2024-02-09,organic,4
s_009487,t_0429,2024-02-05,organic,7
s_009488,t_0429,2024-02-14,organic,4
s_009489,t_0429,2024-03-20,organic,4
s_009490,t_0429,2024-03-10,organic,5
s_009491,t_0429,2024-03-24,organic,6
s_009492,t_0429,2024-02-04,organic,5
s_009493,t_0429,2024-03-06,organic,3
s_009494,t_0429,2024-02-16,organic,7
s_009495,t_0429,2024-02-08,organic,4
s_009496,t_0429,2024-02-08,organic,5
s_009497,t_0429,2024-03-24,organic,4
s_009498,t_0429,2024-03-24,organic,3
s_009499,t_0429,2024-03-15,organic,4
s_009500,t_0429,2024-01-28,organic,3
s_009501,t_0429,2024-03-09,organic,5
s_009502,t_0429,2024-03-18,organic,7
s_009503,t_0430,2024-03-01,social,2
s_009504,t_0430,2024-02-28,social,4
s_009505,t_0430,2024-02-28,social,5
s_009506,t_0430,2024-03-25,social,5
s_009507,t_0430,2024-04-03,social,6
s_009508,t_0430,2024-03-19,social,4
s_009509,t_0430,2024-03-07,social,4
s_009510,t_0430,2024-03-26,social,5
s_009511,t_0430,2024-03-01,social,6
s_009512,t_0430,2024-03-21,social,4
s_009513,t_0430,2024-03-22,social,4
s_009514,t_0430,2024-04-05,social,3
s_009515,t_0430,2024-02-28,social,3
s_009516,t_0430,2024-03-03,social,4
s_009517,t_0430,2024-03-12,social,5
s_009518,t_0430,2024-03-30,social,4
s_009519,t_0430,2024-03-01,social,5
s_009520,t_0430,2024-04-04,social,6
s_009521,t_0430,2024-03-25,social,6
s_009522,t_0430,2024-02-29,social,2
